chr,start,end,length,abs_summit,pileup,separation,fold_enrichment,-LOG10(qvalue),name
1,235910367,235910595,229,235910467,18,7128092,9.38106,13.19673,HMGB1_HUV_peak_753
1,236550166,236550401,236,236550303,23,639571,5.23018,8.32184,HMGB1_HUV_peak_757
1,241886518,241886724,207,241886617,17,5336117,5.90026,7.47386,HMGB1_HUV_peak_763
1,244014112,244014458,347,244014259,74,2127388,5.17759,25.45758,HMGB1_HUV_peak_767
1,245770916,245771162,247,245771041,15,1756458,5.98493,6.9151,HMGB1_HUV_peak_774
1,247334763,247335269,507,247335123,60,1563601,5.67923,22.71502,HMGB1_HUV_peak_780
1,249238823,249239340,518,249238960,59,1903554,6.76076,26.49478,HMGB1_HUV_peak_782
2,10736,11147,412,10996,41,0,10.62476,27.59852,HMGB1_HUV_peak_4047
2,11484357,11485296,940,11485111,79,11473210,5.58283,29.46572,HMGB1_HUV_peak_4072
2,11899816,11900087,272,11899952,24,414520,6.48577,11.08047,HMGB1_HUV_peak_4075
2,15751538,15751800,263,15751657,25,3851451,5.09661,8.69558,HMGB1_HUV_peak_4078
2,20646913,20647327,415,20647054,92,4895113,5.18664,31.87897,HMGB1_HUV_peak_4083
2,26593276,26593981,706,26593530,20,5945949,5.59082,7.99449,HMGB1_HUV_peak_4107
2,27603360,27603664,305,27603506,83,1009379,5.65949,31.4214,HMGB1_HUV_peak_4116
2,27717706,27718095,390,27717870,52,114042,5.16931,17.84393,HMGB1_HUV_peak_4117
2,43327937,43328160,224,43327997,17,15609842,5.35328,6.57553,HMGB1_HUV_peak_4166
2,46926466,46926778,313,46926602,70,3598306,5.13861,23.86135,HMGB1_HUV_peak_4178
2,47660043,47660234,192,47660125,18,733265,5.33814,6.87567,HMGB1_HUV_peak_4181
2,48782724,48783150,427,48783078,25,1122490,6.12005,10.77986,HMGB1_HUV_peak_4185
2,48783807,48784170,364,48783931,26,657,5.3616,9.59242,HMGB1_HUV_peak_4186
2,60778801,60779125,325,60778955,26,11994631,5.25881,9.37931,HMGB1_HUV_peak_4194
2,61764366,61764821,456,61764609,56,985241,5.06506,18.77268,HMGB1_HUV_peak_4199
2,71845442,71845718,277,71845580,29,10080621,5.8807,11.78295,HMGB1_HUV_peak_4220
2,72375509,72376278,770,72375644,49,529791,5.89553,19.34019,HMGB1_HUV_peak_4221
2,74288184,74288389,206,74288331,15,1911906,5.77239,6.5867,HMGB1_HUV_peak_4227
2,87575854,87576464,611,87576130,40,13287465,5.01376,13.34671,HMGB1_HUV_peak_4242
2,90527709,90528123,415,90527992,20,2951245,6.88363,10.1814,HMGB1_HUV_peak_4249
2,109744713,109745045,333,109744857,65,19216590,6.14474,26.6352,HMGB1_HUV_peak_4296
2,110705045,110705487,443,110705326,47,960000,5.21577,16.31734,HMGB1_HUV_peak_4304
2,111002997,111003482,486,111003213,55,297510,5.76396,21.15868,HMGB1_HUV_peak_4305
2,111368028,111368593,566,111368178,44,364546,6.33542,18.73962,HMGB1_HUV_peak_4308
2,113403624,113404069,446,113403882,81,2035031,5.52474,29.90266,HMGB1_HUV_peak_4317
2,114359695,114359957,263,114359853,32,955626,7.1915,15.79235,HMGB1_HUV_peak_4320
2,119067686,119067877,192,119067815,26,4707729,5.94238,10.8022,HMGB1_HUV_peak_4323
2,120128169,120128481,313,120128322,20,1060292,5.15202,7.19073,HMGB1_HUV_peak_4324
2,120601478,120601759,282,120601646,24,472997,5.5022,9.19909,HMGB1_HUV_peak_4327
2,122236388,122236718,331,122236587,20,1634629,5.89326,8.52454,HMGB1_HUV_peak_4333
2,128421699,128422087,389,128421948,59,6184981,5.86613,23.0897,HMGB1_HUV_peak_4338
2,128545177,128546135,959,128545345,36,123090,6.03905,14.7866,HMGB1_HUV_peak_4341
2,145273469,145273691,223,145273558,45,16727334,5.29333,15.89537,HMGB1_HUV_peak_4360
2,157224978,157225365,388,157225223,19,11951287,5.61263,7.67859,HMGB1_HUV_peak_4370
2,157307948,157308228,281,157308113,18,82583,5.48997,7.13127,HMGB1_HUV_peak_4371
2,166813769,166813982,214,166813873,19,9505541,5.61263,7.67859,HMGB1_HUV_peak_4393
2,171830034,171830318,285,171830168,49,5016052,5.43309,17.76498,HMGB1_HUV_peak_4405
2,197457352,197457697,346,197457533,57,25627034,5.07257,19.13792,HMGB1_HUV_peak_4455
2,198669186,198669502,317,198669358,58,1211489,5.5417,21.4115,HMGB1_HUV_peak_4460
2,201548170,201548646,477,201548298,23,2878668,5.88802,9.59063,HMGB1_HUV_peak_4467
2,202004628,202005000,373,202004852,36,455982,6.03905,14.7866,HMGB1_HUV_peak_4469
2,203335451,203335645,195,203335522,15,1330451,5.24467,5.76348,HMGB1_HUV_peak_4477
2,203399442,203399935,494,203399631,47,63797,6.85274,21.50667,HMGB1_HUV_peak_4478
2,204399772,204400391,620,204400227,75,999837,5.71244,28.61435,HMGB1_HUV_peak_4481
2,206950063,206950648,586,206950469,91,2549672,9.4256,53.26082,HMGB1_HUV_peak_4483
2,210288490,210288861,372,210288674,51,3337842,5.98377,20.40944,HMGB1_HUV_peak_4492
2,211305266,211305468,203,211305346,15,1016405,9.43723,12.1213,HMGB1_HUV_peak_4495
2,214016278,214016893,616,214016531,64,2710810,6.35497,27.09476,HMGB1_HUV_peak_4497
2,217090868,217091256,389,217090974,23,3073975,5.88802,9.59063,HMGB1_HUV_peak_4503
2,219157193,219157451,259,219157343,49,2065937,5.12261,16.65925,HMGB1_HUV_peak_4509
2,223680261,223680565,305,223680392,20,4522810,8.27411,12.39366,HMGB1_HUV_peak_4526
2,223761049,223761714,666,223761497,15,80484,5.24467,5.76348,HMGB1_HUV_peak_4530
2,224701816,224702220,405,224702067,55,940102,5.76396,21.15868,HMGB1_HUV_peak_4531
2,225449746,225450089,344,225449907,71,747526,5.10937,24.05779,HMGB1_HUV_peak_4535
2,227664517,227664843,327,227664652,47,2214428,7.2295,22.59721,HMGB1_HUV_peak_4537
2,237476423,237476773,351,237476588,37,9811580,5.31309,13.22438,HMGB1_HUV_peak_4566
2,238252046,238252353,308,238252218,33,775273,5.12089,11.37069,HMGB1_HUV_peak_4567
2,243153122,243153802,681,243153633,47,4900769,6.71127,21.08776,HMGB1_HUV_peak_4606
3,11195879,11196428,550,11196070,58,0,5.76836,22.31673,HMGB1_HUV_peak_5150
3,12329116,12329479,364,12329210,26,1132688,5.29263,9.45637,HMGB1_HUV_peak_5155
3,15900774,15901825,1052,15901472,60,3571295,5.38128,21.47199,HMGB1_HUV_peak_5169
3,17745918,17746701,784,17746048,25,1844093,5.66603,9.88476,HMGB1_HUV_peak_5173
3,24164357,24164587,231,24164482,18,6417656,9.38106,13.19673,HMGB1_HUV_peak_5181
3,25705631,25706251,621,25706072,82,1541044,5.26478,28.788,HMGB1_HUV_peak_5183
3,27525217,27525988,772,27525706,79,1818966,5.38999,28.41038,HMGB1_HUV_peak_5184
3,38123129,38123480,352,38123272,23,10597141,7.58161,12.59182,HMGB1_HUV_peak_5201
3,38495441,38495873,433,38495623,71,371961,5.02455,23.61619,HMGB1_HUV_peak_5204
3,42544063,42544425,363,42544185,40,4048190,5.01376,13.34671,HMGB1_HUV_peak_5212
3,43328092,43328725,634,43328329,75,783667,5.94139,29.76162,HMGB1_HUV_peak_5216
3,48098269,48098626,358,48098540,21,4769544,5.56535,8.28692,HMGB1_HUV_peak_5233
3,48103216,48103463,248,48103361,30,4590,5.5218,11.33708,HMGB1_HUV_peak_5234
3,52090152,52090798,647,52090309,77,3986689,5.01019,25.57255,HMGB1_HUV_peak_5267
3,52279615,52280075,461,52279879,76,188817,5.37348,27.22208,HMGB1_HUV_peak_5268
3,53079043,53079489,447,53079209,63,798968,5.43928,22.80284,HMGB1_HUV_peak_5274
3,61657265,61657473,209,61657376,19,8577776,5.61263,7.67859,HMGB1_HUV_peak_5291
3,71632842,71633204,363,71632990,70,9975369,6.99205,32.37119,HMGB1_HUV_peak_5304
3,71834346,71834557,212,71834484,23,201142,5.39908,8.65235,HMGB1_HUV_peak_5309
3,93692392,93692803,412,93692649,48,21857835,5.99205,19.26973,HMGB1_HUV_peak_5314
3,98555293,98555771,479,98555480,23,4862490,7.58161,12.59182,HMGB1_HUV_peak_5320
3,98556312,98556965,654,98556554,43,541,6.152,17.8059,HMGB1_HUV_peak_5321
3,113393563,113393762,200,113393683,15,14836598,6.30409,7.40112,HMGB1_HUV_peak_5337
3,113568748,113568965,218,113568890,16,174986,5.37031,6.27941,HMGB1_HUV_peak_5340
3,118961670,118961877,208,118961806,16,5392705,5.54266,6.55973,HMGB1_HUV_peak_5345
3,125093754,125094091,338,125093926,69,6131877,5.47234,25.15326,HMGB1_HUV_peak_5362
3,127347775,127348498,724,127348215,63,2253684,5.21218,21.7847,HMGB1_HUV_peak_5372
3,128673691,128674288,598,128674022,20,1325193,5.89326,8.52454,HMGB1_HUV_peak_5382
3,133503895,133504090,196,133503964,19,4829607,6.12747,8.55488,HMGB1_HUV_peak_5394
3,133504204,133504481,278,133504325,18,114,6.40014,8.62793,HMGB1_HUV_peak_5395
3,169755726,169756095,370,169755910,55,36251245,5.47505,20.06013,HMGB1_HUV_peak_5443
3,176914106,176914485,380,176914299,59,7158011,6.17567,24.30151,HMGB1_HUV_peak_5450
3,176914758,176915979,1222,176915665,84,273,5.18914,29.05196,HMGB1_HUV_peak_5451
3,178838485,178838705,221,178838570,21,1922506,5.39735,7.98259,HMGB1_HUV_peak_5455
3,184243263,184243506,244,184243416,44,5404558,5.5029,16.22248,HMGB1_HUV_peak_5478
3,196488523,196488798,276,196488625,20,12245017,6.06786,8.8218,HMGB1_HUV_peak_5521
4,11426,11948,523,11611,15,0,6.30409,7.40112,HMGB1_HUV_peak_5534
4,739488,739822,335,739568,22,727540,5.01226,7.56441,HMGB1_HUV_peak_5542
4,740366,741337,972,740702,43,544,5.07036,14.50006,HMGB1_HUV_peak_5543
4,920598,921648,1051,921083,47,179261,5.52348,17.36121,HMGB1_HUV_peak_5545
4,1829582,1830313,732,1830143,34,907934,5.27151,12.09379,HMGB1_HUV_peak_5571
4,1830499,1831087,589,1830843,33,186,9.0518,19.99006,HMGB1_HUV_peak_5572
4,6675800,6676303,504,6675961,56,4844713,5.11728,18.98656,HMGB1_HUV_peak_5605
4,16394684,16395126,443,16394865,18,9718381,7.98964,11.09468,HMGB1_HUV_peak_5629
4,48365236,48365581,346,48365398,26,31970110,6.62402,12.13899,HMGB1_HUV_peak_5658
4,53331770,53332218,449,53332053,15,4966189,5.24467,5.76348,HMGB1_HUV_peak_5670
4,57876518,57876709,192,57876601,22,4544300,6.45452,10.24455,HMGB1_HUV_peak_5682
4,77610451,77610896,446,77610591,57,19733742,6.30239,23.95754,HMGB1_HUV_peak_5695
4,85724354,85724639,286,85724528,22,8113458,5.01226,7.56441,HMGB1_HUV_peak_5713
4,88140932,88141263,332,88141093,57,2416293,5.34886,20.27375,HMGB1_HUV_peak_5717
4,99339792,99340000,209,99339892,15,11198529,6.30409,7.40112,HMGB1_HUV_peak_5724
4,100815569,100815845,277,100815723,47,1475569,6.57553,20.68494,HMGB1_HUV_peak_5728
4,100870882,100871259,378,100871072,77,55037,5.01019,25.57255,HMGB1_HUV_peak_5730
4,106067534,106067999,466,106067894,52,5196275,5.45518,18.91034,HMGB1_HUV_peak_5736
4,109330962,109331166,205,109331019,17,3262963,5.05136,6.07076,HMGB1_HUV_peak_5740
4,110354563,110355513,951,110354758,78,1023397,5.71761,29.8022,HMGB1_HUV_peak_5742
4,118954639,118954895,257,118954773,28,8599126,5.34115,10.22864,HMGB1_HUV_peak_5752
4,121993306,121993721,416,121993542,32,3038411,7.59185,16.6206,HMGB1_HUV_peak_5757
4,146402632,146403384,753,146402817,63,24408911,6.06743,25.49536,HMGB1_HUV_peak_5779
4,151580918,151581349,432,151581102,24,5177534,8.1948,14.06282,HMGB1_HUV_peak_5786
4,152330064,152330370,307,152330196,38,748715,5.87397,15.11198,HMGB1_HUV_peak_5790
4,158141536,158141907,372,158141694,43,5811166,7.8374,22.34157,HMGB1_HUV_peak_5799
4,160860552,160860845,294,160860706,38,2718645,9.86585,24.30061,HMGB1_HUV_peak_5806
4,170191276,170191583,308,170191413,49,9330431,5.45253,17.83352,HMGB1_HUV_peak_5812
4,170476866,170477062,197,170477010,15,285283,5.24467,5.76348,HMGB1_HUV_peak_5814
4,177461223,177461421,199,177461255,15,6984161,9.43723,12.1213,HMGB1_HUV_peak_5823
4,187157952,187158143,192,187158070,18,9696531,5.332,6.86448,HMGB1_HUV_peak_5844
4,187644714,187645010,297,187644886,31,486571,5.49518,11.61987,HMGB1_HUV_peak_5846
5,309734,310158,425,309990,39,0,5.59273,14.7064,HMGB1_HUV_peak_5854
5,344591,344821,231,344721,60,34433,5.67923,22.71502,HMGB1_HUV_peak_5856
5,14144659,14145162,504,14144974,59,13799838,5.29306,20.74527,HMGB1_HUV_peak_5884
5,34305522,34306473,952,34305676,19,20160360,6.55584,9.25973,HMGB1_HUV_peak_5900
5,40964863,40965055,193,40964968,15,6658390,6.30409,7.40112,HMGB1_HUV_peak_5912
5,54469021,54469347,327,54469197,53,13503966,5.02751,17.62937,HMGB1_HUV_peak_5919
5,54991624,54991943,320,54991770,15,522277,6.46069,7.63078,HMGB1_HUV_peak_5921
5,54992022,54992351,330,54992223,20,79,6.2455,9.12079,HMGB1_HUV_peak_5922
5,58496152,58496463,312,58496301,15,3503801,9.43723,12.1213,HMGB1_HUV_peak_5925
5,60628021,60628596,576,60628202,119,2131558,6.16763,49.10811,HMGB1_HUV_peak_5928
5,64398752,64399120,369,64398886,57,3770156,8.64486,31.74476,HMGB1_HUV_peak_5932
5,68811144,68811528,385,68811368,22,4412024,5.67696,8.84303,HMGB1_HUV_peak_5941
5,69696801,69697012,212,69696959,16,885273,6.35898,7.83622,HMGB1_HUV_peak_5946
5,70015166,70015460,295,70015349,58,318154,5.24278,20.18752,HMGB1_HUV_peak_5949
5,75468139,75468419,281,75468273,26,5452679,5.29263,9.45637,HMGB1_HUV_peak_5967
5,76108456,76108999,544,76108607,23,640037,5.23018,8.32184,HMGB1_HUV_peak_5968
5,76280244,76280760,517,76280508,23,171245,5.88802,9.59063,HMGB1_HUV_peak_5969
5,76941007,76941752,746,76941607,34,660247,5.62971,13.01392,HMGB1_HUV_peak_5975
5,83680290,83680672,383,83680524,55,6738538,5.85542,21.50028,HMGB1_HUV_peak_5991
5,88178918,88179135,218,88179020,35,4498246,5.87584,13.99776,HMGB1_HUV_peak_5993
5,95746417,95746638,222,95746516,16,7567282,6.69809,8.35688,HMGB1_HUV_peak_6002
5,107007943,107008200,258,107008095,58,11261305,6.78927,26.15497,HMGB1_HUV_peak_6010
5,108677185,108677729,545,108677464,33,1668985,5.06768,11.2277,HMGB1_HUV_peak_6013
5,111093166,111093529,364,111093346,77,2415437,5.25524,26.94206,HMGB1_HUV_peak_6014
5,112630202,112630478,277,112630340,64,1536673,5.73415,24.47151,HMGB1_HUV_peak_6016
5,114504705,114504930,226,114504822,24,1874227,5.44811,9.08986,HMGB1_HUV_peak_6017
5,132444476,132445036,561,132444758,39,17939546,6.52871,17.22279,HMGB1_HUV_peak_6049
5,133861421,133861744,324,133861575,73,1416385,5.73175,27.93668,HMGB1_HUV_peak_6054
5,138146500,138146711,212,138146574,18,4284756,6.22805,8.35733,HMGB1_HUV_peak_6065
5,138940782,138941073,292,138940925,71,794071,5.10937,24.05779,HMGB1_HUV_peak_6066
5,141454726,141455605,880,141455440,27,2513653,5.06514,9.27697,HMGB1_HUV_peak_6082
5,141736672,141736964,293,141736810,72,281067,5.69773,27.38457,HMGB1_HUV_peak_6084
5,170830525,170830828,304,170830689,28,29093561,8.13831,15.8188,HMGB1_HUV_peak_6116
5,175732602,175733249,648,175732962,19,4901774,6.31801,8.8742,HMGB1_HUV_peak_6132
5,175970061,175970570,510,175970350,52,236812,5.02459,17.2892,HMGB1_HUV_peak_6134
5,176388475,176389602,1128,176389187,18,417905,5.332,6.86448,HMGB1_HUV_peak_6140
5,176881655,176882514,860,176881828,76,492053,5.0093,25.22901,HMGB1_HUV_peak_6147
5,176981237,176981599,363,176981410,59,98723,5.29306,20.74527,HMGB1_HUV_peak_6150
5,177557938,177558222,285,177558042,51,576339,5.08398,17.18316,HMGB1_HUV_peak_6154
5,179635769,179636217,449,179635966,43,2077547,5.74051,16.59038,HMGB1_HUV_peak_6169
5,180528239,180528550,312,180528384,59,892022,8.68802,32.94752,HMGB1_HUV_peak_6178
5,180864268,180864633,366,180864445,41,335718,10.30404,26.93051,HMGB1_HUV_peak_6180
6,2876205,2876536,332,2876316,66,0,6.66272,29.2126,HMGB1_HUV_peak_6196
6,5037730,5038179,450,5037973,19,2161194,7.48116,10.72933,HMGB1_HUV_peak_6208
6,6068862,6069054,193,6069012,29,1030683,7.78292,15.626,HMGB1_HUV_peak_6210
6,15189505,15189921,417,15189790,27,9120451,5.15697,9.49252,HMGB1_HUV_peak_6230
6,16761843,16762208,366,16762040,51,1571922,5.98377,20.40944,HMGB1_HUV_peak_6236
6,22836892,22837141,250,22837020,23,6074684,5.88802,9.59063,HMGB1_HUV_peak_6249
6,31821516,31821830,315,31821650,24,8984375,5.16642,8.52454,HMGB1_HUV_peak_6260
6,31869559,31869897,339,31869749,71,47729,5.57683,26.40867,HMGB1_HUV_peak_6262
6,32562885,32563749,865,32563123,26,692988,6.50618,11.92033,HMGB1_HUV_peak_6264
6,33395526,33396144,619,33395813,46,831777,5.4084,16.62344,HMGB1_HUV_peak_6267
6,34205797,34206086,290,34205986,46,809653,5.54179,17.06038,HMGB1_HUV_peak_6275
6,35352319,35352567,249,35352480,29,1146233,5.15174,10.12463,HMGB1_HUV_peak_6281
6,41471384,41471729,346,41471539,26,6118817,6.8302,12.53111,HMGB1_HUV_peak_6302
6,41514030,41514990,961,41514172,68,42301,5.61938,25.47847,HMGB1_HUV_peak_6303
6,41862600,41862918,319,41862771,60,347610,5.83749,23.36418,HMGB1_HUV_peak_6307
6,42750736,42751122,387,42750922,86,887818,5.86162,33.73827,HMGB1_HUV_peak_6314
6,42989333,42989609,277,42989448,75,238211,5.71244,28.61435,HMGB1_HUV_peak_6316
6,44149521,44150085,565,44149879,37,1159912,6.01699,15.11057,HMGB1_HUV_peak_6332
6,53409291,53409920,630,53409646,68,9259206,5.1863,23.40294,HMGB1_HUV_peak_6347
6,55360184,55360383,200,55360324,15,1950264,6.30409,7.40112,HMGB1_HUV_peak_6348
6,55774668,55774917,250,55774766,15,414285,7.89984,9.78189,HMGB1_HUV_peak_6349
6,56758966,56759591,626,56759436,25,984049,6.37869,11.27744,HMGB1_HUV_peak_6353
6,57175866,57176069,204,57175985,15,416275,5.77239,6.5867,HMGB1_HUV_peak_6356
6,69344913,69345126,214,69345056,23,12168844,5.78328,9.40145,HMGB1_HUV_peak_6359
6,89657876,89658451,576,89658018,30,20312750,5.05975,10.23221,HMGB1_HUV_peak_6377
6,105389194,105389486,293,105389335,41,15730743,5.13604,14.05122,HMGB1_HUV_peak_6389
6,108274704,108275099,396,108274820,31,2885218,7.04282,15.05318,HMGB1_HUV_peak_6398
6,114180862,114181756,895,114181575,79,5905763,5.58283,29.46572,HMGB1_HUV_peak_6418
6,130340184,130340660,477,130340483,67,16158428,6.64828,29.59339,HMGB1_HUV_peak_6442
6,130341161,130341482,322,130341344,52,501,5.07192,17.47048,HMGB1_HUV_peak_6443
6,137143740,137143989,250,137143878,74,6802258,5.63728,27.84868,HMGB1_HUV_peak_6457
6,143265973,143266395,423,143266223,88,6121984,5.26844,30.97076,HMGB1_HUV_peak_6472
6,144754305,144754534,230,144754418,30,1487910,5.05975,10.23221,HMGB1_HUV_peak_6480
6,149068104,149068477,374,149068349,60,4313570,7.19254,28.50665,HMGB1_HUV_peak_6490
6,151561621,151561971,351,151561763,61,2493144,5.42241,22.00499,HMGB1_HUV_peak_6497
6,157098184,157098637,454,157098366,94,5536213,9.17763,53.89423,HMGB1_HUV_peak_6507
6,162760376,162760581,206,162760457,17,5661739,5.8687,7.42149,HMGB1_HUV_peak_6531
6,162811438,162811631,194,162811463,16,50857,5.57246,6.60253,HMGB1_HUV_peak_6532
