FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
UP00045_1_Mafb_primary	8.2581e-07	2.7080e-05	17	647	4570	766355	2.56%	0.59%	RN7SL178P,AC008063.3,AC087269.2,GRIA1,KCNAB1,EFTUD1,HPSE2,RP4-723E3.1
UP00148_1_Hdx_3845.3	9.6114e-07	3.0257e-05	15	649	3611	767314	2.26%	0.47%	STIM1,RP5-1057I20.2,ARHGAP26-AS1,ACTA2-AS1,ARHGAP26,STAMBPL1,AC087269.2,RN7SL178P
UP00116_1_Rhox6_4251.1	1.1909e-06	3.6046e-05	10	654	1516	769409	1.51%	0.2%	PLXNA2,AC079340.1,RN7SL446P,BCAR3,FAR2
MA0041.1.Foxd3	5.0968e-06	1.4856e-04	20	644	7020	763905	3.01%	0.91%	VPS8,TGFBR2,FAM49A,SNORA43,SRGAP3,RPRD1B,ARHGDIB,RP1-155D22.2,RPSAP2,RP11-145M4.2,RP11-145M4.3,HPSE2,RP11-278H7.1,RP1-155D22.1
MA0090.2.TEAD1	5.4604e-06	1.5348e-04	19	645	6447	764478	2.86%	0.84%	FAM49A,HECW2,CNKSR3,AC104802.1,RUNX1,RBM20,RN7SKP192,TTC13,BCAR3,RP11-486M3.2
MA0870.1.Sox1	7.0962e-06	1.9258e-04	12	652	2750	768175	1.81%	0.36%	OR6S1,TTC13,AC019055.1,CASC5,RP11-14J7.1,LRBA
MA0468.1.DUX4	8.0657e-06	2.1159e-04	14	650	3786	767139	2.11%	0.49%	FAM49A,CTD-2005H7.2,AC079340.1,AP003550.1,RN7SL446P,KB-1639H6.4,CTD-2337A12.1,NRP1
UP00009_1_Nr2f2_primary	1.3960e-05	3.5441e-04	16	648	5098	765827	2.41%	0.66%	FAM49A,ERVFRD-1,LINC00398,RP4-724E13.2,RP4-761I2.5,APLNR,KB-1930G5.4
MA0481.1.FOXP1	1.5966e-05	3.9267e-04	27	637	12375	758550	4.07%	1.61%	TGFBR2,SNORA43,AC019055.1,AC087269.2,SKAP1,HSA-MIR-490,SRGAP3,CRADD,ABCC4,VPS8,AC104802.1,RPSAP2,RN7SKP192,NRP1,RN7SL178P
UP00213_1_Hoxa9_2622.2	1.9416e-05	4.6304e-04	13	651	3565	767360	1.96%	0.46%	STIM1,RNU6-471P,RP11-207F8.1,DLGAP1,SLC25A26,CASC5,TRNAI6,HPSE2
MA0867.1.SOX4	2.0329e-05	4.7056e-04	14	650	4121	766804	2.11%	0.53%	CHCHD6,PHGDH,AC019055.1,EFTUD1,TTC13,LRBA
UP00121_1_Hoxd10_2368.2	2.1140e-05	4.7535e-04	14	650	4136	766789	2.11%	0.54%	STIM1,RP5-1057I20.2,AC079340.1,RN7SL446P,CASC5,HPSE2
MA0676.1.Nr2e1	3.5600e-05	7.7825e-04	15	649	4921	766004	2.26%	0.64%	COMMD9,ERVFRD-1,RGL1,RP11-207F8.1,RP4-761I2.5,PRR5L,DLGAP1,PHGDH,ABCC4
UP00044_1_Mafk_primary	4.4250e-05	9.4121e-04	14	650	4433	766492	2.11%	0.58%	AC087269.2,GRIA1,RN7SKP192,RP4-723E3.1,HPSE2,RN7SL178P
MA0885.1.Dlx2	5.7095e-05	1.1825e-03	9	655	1920	769005	1.36%	0.25%	CA8,AC019055.1,VAPA,DNAJC13,FAR2,BCAR3
MA0139.1.CTCF	7.0586e-05	1.4244e-03	65	599	45805	725120	9.79%	5.94%	RP5-1057I20.2,HSD3BP5,SNORA43,GRIA1,ZNF697,RP4-761I2.5,S100A10,HPSE2,LINC00858,ERVFRD-1,CHCHD6,CCSER2,SPARC,VAPA,EFTUD1,DNAJC13,RNU6-1031P,ARHGAP26,KRT8P28,ARHGAP26-AS1,ACTA2-AS1,RP4-763G1.2,CGNL1,LUZP1,PHGDH,IQCJ-SCHIP1,KCNJ1,APLNR,CTB-113P19.4,PLXNA2,SRGAP3,GRIN2A,AATF,RBM20,STAMBPL1,SLC25A26,LINC00905
MA0017.2.NR2F1	7.6455e-05	1.5042e-03	19	645	7854	763071	2.86%	1.02%	APLNR,ERVFRD-1,AC019055.1,IQCJ-SCHIP1,RP4-724E13.2,LINC00398,RP4-761I2.5,PDE4B,RP11-134D3.2,KB-1930G5.4,RP11-134D3.1
MA0150.2.Nfe2l2	9.0808e-05	1.7431e-03	25	639	12237	758688	3.77%	1.59%	AC008063.3,PLXNA2,GRIA1,CTD-2005H7.2,AC079340.1,KCNAB1,RP4-724E13.2,STK24,C9ORF3,RN7SL446P,AC104802.1,NTRK2
UP00124_1_Ipf1_3815.1	9.4583e-05	1.7723e-03	9	655	2054	768871	1.36%	0.27%	DLGAP1,TSNAX-DISC1,DNAJC13,BCAR3,FAR2
MA0601.1.Arid3b	9.9614e-05	1.8232e-03	10	654	2559	768366	1.51%	0.33%	CTD-2277K2.1,PLXNA2,CTD-2337A12.1,AC079340.1,RN7SL446P,CASC5,TM4SF4
MA0623.1.Neurog1	1.1721e-04	2.0754e-03	7	657	1229	769696	1.05%	0.16%	AC007246.3,PCNXL2,RBM20,CTD-2337A12.1
MA0119.1.NFIC::TLX1	1.1867e-04	2.0754e-03	20	644	8824	762101	3.01%	1.14%	NEBL,AC087269.2,FGFBP1,VAPA,HIPK2,DLGAP1,SLC25A26,RP11-530I17.1,RBM20,AP003550.1,KB-1639H6.4,RN7SL178P
UP00171_1_Msx3_3206.1	1.4292e-04	2.4452e-03	9	655	2172	768753	1.36%	0.28%	CA8,DLGAP1,RP11-278H7.1,BCAR3,FAR2
MA0508.1.PRDM1	1.4811e-04	2.4482e-03	28	636	14944	755981	4.22%	1.94%	ERVFRD-1,KCNJ1,RP5-1057I20.2,FAM49A,PHGDH,RP4-724E13.2,AC019055.1,HSA-MIR-490,RP11-207F8.1,RPSAP2,VDR,CEP164P1,RP4-761I2.5,NEK10,GALNT2,GRIN2A
UP00037_1_Zfp105_primary	1.4981e-04	2.4482e-03	19	645	8283	762642	2.86%	1.07%	TGFBR2,FAM49A,RP1-155D22.1,AC079340.1,RPRD1B,CGNL1,RN7SL446P,PHGDH,CTD-2337A12.1,RP11-145M4.2,RP11-145M4.3,RP11-278H7.1,CRADD,RP1-155D22.2
UP00185_1_Pbx1_3203.1	1.5243e-04	2.4482e-03	10	654	2699	768226	1.51%	0.35%	ABCC4,AC019055.1,EFTUD1,CTD-2277K2.1
MA0838.1.CEBPG	1.5695e-04	2.4703e-03	6	658	901	770024	0.9%	0.12%	HIPK2,CASC5,RBM20
UP00095_1_Zfp691_primary	1.9239e-04	2.9689e-03	16	648	6403	764522	2.41%	0.83%	APLNR,LRBA,NFYC,RP4-724E13.2,RP1-155D22.2,RP1-155D22.1,RP4-761I2.5,ERVFRD-1
MA0479.1.FOXH1	2.5276e-04	3.8254e-03	13	651	4628	766297	1.96%	0.6%	COMMD9,ARHGAP26-AS1,PRR5L,ARHGDIB,ARHGAP26,HPSE2,RP11-420A23.1
MA0768.1.LEF1	2.6710e-04	3.9662e-03	14	650	5285	765640	2.11%	0.69%	ERVFRD-1,CHD7,RAB3IP,AC087269.2,RP11-57P19.1,RPRD1B,RBM20,RP4-761I2.5,RN7SL178P,RP4-723E3.1
UP00061_1_Foxl1_primary	2.7648e-04	4.0294e-03	15	649	5953	764972	2.26%	0.77%	TGFBR2,ARHGAP26-AS1,AC019055.1,HSA-MIR-490,ARHGDIB,ARHGAP26,RP1-155D22.1,TRNAI6,RNU6-471P,CRADD,RP1-155D22.2
UP00189_1_Hoxa5_3415.1	2.8781e-04	4.1092e-03	8	656	1890	769035	1.2%	0.25%	CTD-2337A12.1,TSNAX-DISC1,VAPA,BCAR3,FAR2
MA0462.1.BATF::JUN	2.9240e-04	4.1092e-03	30	634	17209	753716	4.52%	2.23%	RP5-1057I20.2,GRIA1,CTD-2005H7.2,VDR,CTD-2337A12.1,NEK10,LINC00607,DLGAP1,TTLL11,RN7SKP192,C9ORF3,KCNAB1,TTLL11-IT1,RN7SL446P,FRMD3,CA8,RP6-99M1.1,RP6-99M1.2,AC079340.1,GRIN2A,AC004540.5,HECW2,PDE4B
MA0594.1.Hoxa9	3.3190e-04	4.5825e-03	11	653	3551	767374	1.66%	0.46%	STIM1,RNU6-471P,DLGAP1,SLC25A26,AATF,TRNAI6,HPSE2
UP00231_1_Nkx2-2_2823.1	3.4447e-04	4.6741e-03	11	653	3567	767358	1.66%	0.46%	CCSER2,RP4-761I2.5,RPRD1B,ERVFRD-1,LINC00858
UP00048_1_Rara_primary	4.0000e-04	5.2722e-03	14	650	5507	765418	2.11%	0.71%	FAM49A,ERVFRD-1,RP4-724E13.2,RP4-761I2.5,APLNR,KB-1930G5.4
UP00074_1_Isgf3g_primary	4.0195e-04	5.2722e-03	12	652	4238	766687	1.81%	0.55%	KCNJ1,FAM49A,RP11-207F8.1,EFTUD1,RPSAP2,CRADD,GRIN2A
MA0610.1.DMRT3	4.8433e-04	6.2486e-03	8	656	2047	768878	1.2%	0.27%	ABCC4,HECW2,PHGDH
MA0092.1.Hand1::Tcf3	5.4665e-04	6.9389e-03	16	648	7056	763869	2.41%	0.92%	KCNJ1,RP11-410D17.2,RP11-530I17.1,TTLL11-IT1,DLGAP1,TTLL11,LINC00905,CASC5,BCAR3
UP00085_1_Sfpi1_primary	5.6932e-04	7.1119e-03	24	640	13075	757850	3.61%	1.7%	RP1-155D22.1,RP1-155D22.2,LINC00398,AC079340.1,NFYC,SERP2,SLC25A26,MGAT5,CEP164P1,CTD-2337A12.1,NEK10,RN7SL446P
MA0687.1.SPIC	6.4698e-04	7.9559e-03	20	644	10099	760826	3.01%	1.31%	COMMD9,SLC10A6,LINC00398,MEF2A,NFYC,RP4-724E13.2,PRR5L,RP1-155D22.2,CEP164P1,RP1-155D22.1
MA0137.3.STAT1	6.5762e-04	7.9623e-03	19	645	9362	761563	2.86%	1.21%	CNKSR3,RP11-486M3.2,LINC00398,ACTA2-AS1,AC087269.2,GNG12-AS1,AC079340.1,RP11-57P19.1,GRIN2A,RN7SL446P,STAMBPL1,FRMD3,NRP1,RN7SL178P
MA0793.1.POU6F2	6.8440e-04	8.1609e-03	9	655	2703	768222	1.36%	0.35%	PLXNA2,AC087269.2,DLGAP1,TSNAX-DISC1,KB-1930G5.4,RN7SL178P
UP00118_1_Pou4f3_2791.1	6.9504e-04	8.1641e-03	9	655	2709	768216	1.36%	0.35%	PLXNA2,CGNL1,RN7SL446P,AC079340.1,FAR2
UP00105_1_Pou3f4_3773.1	7.1282e-04	8.2498e-03	8	656	2174	768751	1.2%	0.28%	PLXNA2,CGNL1,CASC5,FAR2
MA0666.1.MSX1	7.5562e-04	8.6185e-03	8	656	2194	768731	1.2%	0.28%	SKAP1,VAPA,BCAR3,DNAJC13
MA0789.1.POU3F4	8.0740e-04	9.0775e-03	10	654	3351	767574	1.51%	0.43%	HSD3BP5,AC019055.1,VAPA,TSNAX-DISC1,ZNF697,CASC5,AC007246.3
MA0869.1.Sox11	8.7938e-04	9.7474e-03	11	653	4004	766921	1.66%	0.52%	AC019055.1,EFTUD1,SLC10A6,TTC13,LRBA
UP00182_1_Hoxa6_1040.1	9.2832e-04	1.0147e-02	7	657	1745	769180	1.05%	0.23%	DNAJC13,VAPA,BCAR3,FAR2
MA0037.2.GATA3	1.0750e-03	1.1572e-02	11	653	4107	766818	1.66%	0.53%	RP11-410D17.2,Y_RNA,SKAP1,AC079340.1,STK24,RN7SL446P,CASC5,CTD-2337A12.1,RN7SKP192
MA0910.1.Hoxd8	1.0881e-03	1.1572e-02	9	655	2891	768034	1.36%	0.38%	AC079340.1,RN7SL446P,CTD-2277K2.1,BCAR3,FAR2
MA0518.1.Stat4	1.3084e-03	1.3729e-02	20	644	10718	760207	3.01%	1.39%	CNKSR3,RP11-486M3.2,RP11-410D17.2,LINC00398,AC079340.1,STK24,RN7SL446P,FRMD3,NRP1,KB-1930G5.4,GRIN2A
UP00030_1_Sox11_primary	1.3611e-03	1.4094e-02	19	645	9977	760948	2.86%	1.29%	STIM1,FAM49A,AC019055.1,AC087269.2,KCNAB1,RP11-57P19.1,RP1-155D22.2,RP1-155D22.1,AC007246.3,KB-1930G5.4,RN7SL178P
MA0708.1.MSX2	1.4168e-03	1.4295e-02	8	656	2425	768500	1.2%	0.31%	SKAP1,VAPA,BCAR3,DNAJC13
MA0709.1.Msx3	1.4168e-03	1.4295e-02	8	656	2425	768500	1.2%	0.31%	SKAP1,VAPA,BCAR3,DNAJC13
UP00079_1_Esrra_primary	1.4623e-03	1.4567e-02	11	653	4272	766653	1.66%	0.55%	RP4-761I2.5,RP11-420A23.1,KB-1930G5.4,ERVFRD-1
MA0593.1.FOXP2	1.5270e-03	1.4937e-02	17	647	8549	762376	2.56%	1.11%	TGFBR2,SNORA43,AC019055.1,AC087269.2,RP11-744N12.3,SRGAP3,VPS8,ARHGDIB,RPSAP2,ABCC4,RN7SL178P
MA0837.1.CEBPE	1.5373e-03	1.4937e-02	5	659	947	769978	0.75%	0.12%	HIPK2,CASC5
MA0466.2.CEBPB	1.6233e-03	1.5465e-02	5	659	959	769966	0.75%	0.12%	HIPK2,CASC5
MA0140.2.GATA1::TAL1	1.6310e-03	1.5465e-02	10	654	3688	767237	1.51%	0.48%	RN7SKP192,SKAP1,EFTUD1,CTD-2005H7.2,KB-1930G5.4
UP00015_1_Ehf_primary	1.9387e-03	1.8164e-02	21	643	11893	759032	3.16%	1.54%	BMP6,SLC10A6,CTD-2277K2.1,LINC00398,AC079340.1,NFYC,RN7SL446P,CEP164P1,RP1-155D22.1,BCAR3,RP1-155D22.2
MA0485.1.Hoxc9	1.9875e-03	1.8402e-02	10	654	3791	767134	1.51%	0.49%	STIM1,DLGAP1,SLC25A26,AC007246.3,RNU6-471P,TRNAI6
UP00126_1_Dlx2_2273.2	2.0212e-03	1.8496e-02	7	657	2004	768921	1.05%	0.26%	RP11-278H7.1,VAPA,BCAR3,DNAJC13
MA0887.1.EVX1	2.1399e-03	1.9357e-02	6	658	1498	769427	0.9%	0.19%	DLGAP1,TSNAX-DISC1,KB-1930G5.4
UP00023_1_Sox30_primary	2.2467e-03	2.0093e-02	12	652	5202	765723	1.81%	0.67%	FAM49A,AC019055.1,RP11-57P19.1,C9ORF3,TTC13,BCAR3
MA0495.1.MAFF	2.2885e-03	2.0178e-02	14	650	6640	764285	2.11%	0.86%	PCNXL2,AC008063.3,GRIA1,FGFBP1,RN7SKP192,HPSE2
MA0135.1.Lhx3	2.3075e-03	2.0178e-02	8	656	2626	768299	1.2%	0.34%	BLOC1S5-TXNDC5,RP11-624L4.1,AC079340.1,RN7SL446P,HECW2,TXNDC5
MA0142.1.Pou5f1::Sox2	2.3781e-03	2.0519e-02	12	652	5239	765686	1.81%	0.68%	OR6S1,HSD3BP5,SNORA43,SRGAP3,DLGAP1,C9ORF3,ZNF697,RP11-14J7.1
MA0846.1.FOXC2	2.3987e-03	2.0519e-02	15	649	7415	763510	2.26%	0.96%	TGFBR2,FAM49A,SNORA43,SRGAP3,RP11-420A23.1,ARHGDIB,ABCC4,HPSE2,CRADD
UP00151_1_Barx2_3447.2	2.4818e-03	2.1002e-02	6	658	1544	769381	0.9%	0.2%	RP11-278H7.1,BCAR3,FAR2
MA0882.1.DLX6	2.6208e-03	2.1942e-02	7	657	2101	768824	1.05%	0.27%	DLGAP1,VAPA,BCAR3,DNAJC13
UP00146_1_Pou6f1_1731.2	2.9989e-03	2.4844e-02	8	656	2743	768182	1.2%	0.36%	DLGAP1,AC087269.2,GRIN2A,TSNAX-DISC1,RN7SL178P
MA0032.2.FOXC1	3.0484e-03	2.4991e-02	13	651	6124	764801	1.96%	0.79%	TGFBR2,FAM49A,RP11-420A23.1,ARHGDIB,ABCC4,HPSE2,CRADD
MA0826.1.OLIG1	3.2776e-03	2.6593e-02	5	659	1131	769794	0.75%	0.15%	CCSER2,DLGAP1,RBM20,LINC00858
UP00207_1_Hoxb9_3413.1	3.5122e-03	2.7827e-02	10	654	4111	766814	1.51%	0.53%	STIM1,RNU6-471P,RP11-207F8.1,DLGAP1,CASC5,TRNAI6,HPSE2,RP11-420A23.1
MA0724.1.VENTX	3.5255e-03	2.7827e-02	6	658	1660	769265	0.9%	0.22%	SLC25A26,SPARC,RP11-278H7.1,LUZP1,CTB-113P19.4
MA0619.1.LIN54	3.5359e-03	2.7827e-02	10	654	4115	766810	1.51%	0.53%	FAM49A,RBM20,ARHGAP26-AS1,ARHGAP26,CASC5,NRP1,DNAJC13
UP00254_1_Pou2f1_3081.2	3.8607e-03	3.0083e-02	7	657	2257	768668	1.05%	0.29%	AC087269.2,DLGAP1,TSNAX-DISC1,DNAJC13,CTD-2337A12.1,RN7SL178P
MA0800.1.EOMES	4.0107e-03	3.0945e-02	9	655	3522	767403	1.36%	0.46%	CRADD,DLGAP1,RPL17P33,CTD-2337A12.1,AC104802.1,LINC00589
MA0091.1.TAL1::TCF3	4.1654e-03	3.1568e-02	12	652	5626	765299	1.81%	0.73%	PHGDH,RP11-57P19.1,DLGAP1,LUZP1,RBM20,CTD-2337A12.1,HPSE2
MA0772.1.IRF7	4.1716e-03	3.1568e-02	13	651	6362	764563	1.96%	0.83%	KCNJ1,FAM49A,CTD-2277K2.1,AC087269.2,RP11-207F8.1,RPSAP2,CRADD,RN7SL178P
UP00142_1_Uncx4.1_2281.2	4.5723e-03	3.4271e-02	5	659	1225	769700	0.75%	0.16%	BCAR3,CTD-2337A12.1
MA0523.1.TCF7L2	4.9376e-03	3.6488e-02	12	652	5752	765173	1.81%	0.75%	RP11-410D17.2,CHD7,LINC00398,RP11-57P19.1,RPRD1B,DNAJC13,AC104802.1
UP00188_1_Lmx1a_2238.2	4.9608e-03	3.6488e-02	7	657	2366	768559	1.05%	0.31%	AC079340.1,CTD-2337A12.1,CASC5,CTD-2277K2.1,RN7SL446P
MA0689.1.TBX20	5.0776e-03	3.7001e-02	10	654	4339	766586	1.51%	0.56%	RP5-1057I20.2,TM4SF4,DLGAP1,RPL17P33,RP1-155D22.2,RP1-155D22.1,LINC00589
UP00228_1_Bapx1_2343.1	5.2373e-03	3.7814e-02	8	656	3016	767909	1.2%	0.39%	RP5-1057I20.2,AC079340.1,TTLL11-IT1,TTLL11,RN7SL446P,CTD-2337A12.1
UP00260_1_Hoxc6_3954.2	5.4031e-03	3.8657e-02	6	658	1816	769109	0.9%	0.24%	DNAJC13,BCAR3,FAR2
MA0868.1.SOX8	5.7293e-03	4.0621e-02	9	655	3727	767198	1.36%	0.48%	AC104802.1,KB-1930G5.3,HPSE2,DUXAP2
MA0627.1.Pou2f3	5.8646e-03	4.1209e-02	9	655	3741	767184	1.36%	0.49%	HSD3BP5,AC019055.1,ZNF697,TSNAX-DISC1,CASC5,CTD-2337A12.1
UP00166_1_Barhl1_2590.2	6.2158e-03	4.3290e-02	7	657	2470	768455	1.05%	0.32%	CA8,RP11-278H7.1,BCAR3,FAR2
UP00181_1_Barx1_2877.1	6.7394e-03	4.6270e-02	6	658	1904	769021	0.9%	0.25%	RP11-278H7.1,VAPA,BCAR3
