	all	with	with_clust1	with_clust2	with_clust3	with_clust4	with_clust5	wo	wo_clust1	wo_clust2	wo_clust3	wo_clust4	wo_clust5
UP00106_1_Vax2_3500.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0528.1.ZNF263	0.0	0.0	1.03818703856e-07	1.74014602727e-09	0.0	0.0	0.0	0.0	1.50879309047e-13	0.533312514326	0.0	0.0	0.0
UP00051_1_Sox8_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00257_1_Shox2_2641.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0063.1.Nkx2-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00250_1_Irx5_2385.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00004_1_Sox14_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00206_1_Hoxb7_3953.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00075_1_Sox15_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00226_1_Mrg1_2246.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0470.1.E2F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.11640532561e-10	0.0	0.0	0.0
MA0499.1.Myod1	0.0	0.0	0.00163231356241	1.14303896015e-07	0.0	1.92579285851e-12	0.0	0.0	2.01656078502e-08	0.000176894156435	6.97775170977e-13	1.01755270876e-11	0.0
MA0472.1.EGR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95492111177e-09	0.0	0.0	0.0
UP00023_1_Sox30_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0019.1.Ddit3::Cebpa	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00244_1_Tlx2_3498.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00159_1_Six2_2307.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00100_1_Gata6_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0072.1.RORA_2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0485.1.Hoxc9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00183_1_Hoxa13_3126.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00253_1_Rax_3443.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00238_1_Nkx6-3_3446.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00201_1_Emx2_3420.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00230_1_Dlx5_3419.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00168_1_Hoxd8_2644.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00391_1_Hoxa3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0507.1.POU2F2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0599.1.KLF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E2A-Homer	0.0	0.0	1.03233962712e-07	1.25959132014e-10	0.0	0.0	0.0	0.0	3.90163457098e-10	2.40084795267e-07	0.0	0.0	0.0
UP00182_1_Hoxa6_1040.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00099_1_Ascl2_primary	0.0	0.0	1.66820415882e-05	0.0	0.0	0.0	0.0	0.0	3.24534541485e-06	3.57528341266e-06	4.9640291877e-12	0.0	0.0
MA0600.1.RFX2	0.0	0.0	0.591539101521	0.211177951074	6.80781619966e-09	1.94988225566e-09	1.8712800276e-07	0.0	0.0460704711246	1.0	2.0710587405e-05	4.15735803561e-07	0.0
UP00078_1_Arid3a_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00080_1_Gata5_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00249_1_Nkx2-5_3436.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00008_3_Six6_2267.4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00024_1_Glis2_primary	0.0	0.0	4.52470605428e-09	0.000626370764503	8.94839757848e-14	1.06700825953e-09	0.0	1.44271261604e-11	0.996463300641	0.215770681513	0.00418099708224	0.471177108747	5.10167521672e-06
UP00025_1_Foxk1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0500.1.Myog	0.0	0.0	1.66475956465e-07	1.93178806285e-13	0.0	0.0	0.0	0.0	7.9520989793e-10	1.5430202327e-07	0.0	0.0	0.0
MA0461.1.Atoh1	0.0	0.0	0.00183445546803	0.000188303150403	0.0	1.78699499642e-09	0.0	0.0	2.96877018302e-07	0.0301906472306	0.0	7.83879627875e-10	0.0
MA0161.1.NFIC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0035.3.Gata1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00248_1_Pax7_3783.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00089_3_Tcf1_2666.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0029.1.Mecom	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00406_1_Spdef_primary	0.0	0.0	0.99543452509	0.332388202186	2.10212247609e-07	0.000102598262114	3.74963965211e-07	0.0	0.0112341296966	0.999999952454	0.0	0.0	0.0
UP00047_1_Zbtb7b_primary	0.0	0.0	0.000625259270731	0.000508914986149	0.00438816607259	4.67026417539e-11	2.36695990985e-06	4.52095448147e-05	0.384902980344	1.0	0.999562492534	0.992968270578	0.999999994413
MA0521.1.Tcf12	0.0	0.0	7.06252716787e-06	4.69910221845e-10	0.0	9.1926466439e-13	0.0	0.0	8.96737051281e-09	8.50917980522e-08	0.0	0.0	0.0
UP00267_1_Otx2_3441.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00030_1_Sox11_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00018_1_Irf4_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00084_1_Gmeb1_primary	3.06976666309e-12	8.8908383078e-07	0.999999998906	0.999999999967	0.0904745421812	1.56450187163e-05	1.0	4.13949952094e-08	1.0	1.0	0.0303240475472	0.00329014222918	0.611812217042
MA0150.2.Nfe2l2	0.0	0.0	1.0	0.999999999999	0.0859750368264	1.0	2.6512125828e-13	0.0	0.211517129331	0.848411844532	5.81113107634e-08	0.000126949910711	0.0
MA0018.2.CREB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0420446811463	1.0	1.0	1.0	0.999999459608	0.999999999997
UP00081_1_Mybl1_primary	0.52838801054	0.999919818493	1.0	1.0	1.0	0.99485488332	1.0	0.866220608925	1.0	1.0	1.0	0.999999999693	0.995975921012
MA0067.1.Pax2	0.0	0.0	3.89299942272e-06	5.97124182256e-06	0.0	0.0	3.2798763705e-09	0.0	0.0465953200759	0.00934078220443	1.79245950305e-08	3.36503991338e-09	0.0
UP00155_1_Hmx2_3424.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0068.1.Pax4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00041_1_Foxj1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00142_1_Uncx4.1_2281.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0122.1.Nkx3-2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00003_1_E2F3_primary	0.0	0.0	4.18860723883e-10	0.0	0.0	0.0	7.16041120841e-08	0.0	1.7469780067e-09	0.00101758525365	6.02338179334e-10	0.0	1.84848802931e-11
MA0095.2.YY1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00243_1_Isx_3445.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00035_1_Hic1_primary	1.09171310592e-06	0.224233611045	1.0	0.990142330355	0.672040301041	1.0	0.585444952789	0.169805886735	1.0	1.0	0.918537734209	1.0	0.984522976222
UP00160_1_Obox3_3439.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00147_1_Nkx2-6_3437.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00097_1_Mtf1_primary	0.0	2.15328754827e-09	0.183598086945	0.815785820271	0.910205927603	0.0011391291609	0.00303916633405	8.03058619159e-07	0.897499817524	0.999999999448	0.627177880642	0.00330982208613	0.0428864392735
UP00031_1_Zbtb3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00177_1_Hoxd12_3481.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0492.1.JUND.var.2	0.0321788065802	1.0	1.0	1.0	1.0	1.0	1.0	2.44717357489e-10	0.999999982292	1.0	0.031021728547	0.999999978093	1.40423915773e-06
MA0148.3.FOXA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00064_1_Sox18_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00237_1_Otp_3496.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00029_1_Tbp_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00166_1_Barhl1_2590.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00012_1_Bbx_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0041.1.Foxd3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00240_1_Cdx1_2245.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0073.1.RREB1	0.0	0.0	0.000138258009566	0.0	0.0	0.0	0.0	0.0	8.32582148369e-06	0.00628426089285	1.11705875439e-07	1.69176672671e-10	0.0
UP00211_1_Pou3f3_3235.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00040_1_Irf5_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0070.1.PBX1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00212_1_Lhx5_2279.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0077.1.SOX9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.987368366027
UP00070_1_Gcm1_primary	0.0	0.0	0.00144190590317	0.0200842413152	1.60801835254e-05	2.94329915551e-07	2.93744509483e-06	3.29250776643e-08	1.0	1.0	0.999999999989	3.86635716942e-05	0.000137518166815
UP00179_1_Pou2f3_3986.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00027_1_Osr1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0468.1.DUX4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0007.2.AR	0.0634977107764	0.999895834738	1.0	1.0	1.0	1.0	0.961175640519	0.000913003017564	0.99999999843	0.999987469	1.0	1.0	0.11374780613
UP00073_1_Foxa2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00007_1_Egr1_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0114.2.HNF4A	0.0	0.0	0.00181773032269	0.149082887491	0.000111176351715	0.643027281303	8.90398865749e-14	0.0	0.0974310699039	1.0	0.00102826133129	0.109812022556	1.28563826252e-13
MA0140.2.TAL1::GATA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00105_1_Pou3f4_3773.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0132.1.Pdx1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0036.2.GATA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00252_1_Hoxc5_2630.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00020_1_Atf1_primary	0.0	0.0	0.528095283462	0.00287701031708	0.0127329611276	8.8545837329e-11	0.0653081585271	0.0	2.32343918805e-06	0.00196961984837	1.74033799594e-08	1.46626710773e-10	0.0
UP00171_1_Msx3_3206.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00010_1_Tcfap2b_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05653641894e-08	0.0	0.0	0.0
UP00069_1_Sox1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00054_1_Tcf7_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0059.1.MYC::MAX	0.0	0.0	0.41356250575	0.945643715928	4.81043387102e-06	0.065217662689	0.0029851568222	2.85993451143e-13	0.342023141962	1.0	0.195949180968	0.00703579870919	6.06536913461e-06
UP00227_1_Duxl_1286.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0597.1.THAP1	0.0	0.0	1.82042637146e-05	1.34667013213e-05	1.27937660466e-11	0.0	0.0	0.0	1.6123596569e-07	2.37886550236e-07	4.99296382017e-10	7.11286030075e-10	0.0
MA0099.2.JUN::FOS	0.0	0.0	0.000264024344533	3.08555128915e-05	0.0	5.73843684903e-07	0.0	0.0	2.11214259282e-06	0.0080779813053	0.0	0.0	0.0
MA0149.1.EWSR1-FLI1	0.0	0.0	1.15315978988e-10	0.000678444741571	0.0	0.0	0.0	0.0	2.73856733957e-08	3.24826114276e-05	2.33146835171e-13	0.0	0.0
UP00261_1_Lhx4_1719.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0516.1.SP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00192_1_Six1_0935.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00203_1_Pknox1_2364.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.993206925613	1.0	1.0	1.0	0.988455188282	1.0
UP00103_1_Jundm2_primary	0.0	0.0	0.812385946747	0.00276091120724	0.440060064626	1.79610908368e-07	0.0011354841835	0.0	9.06966486103e-06	0.0282478824443	2.24401102034e-07	1.61501015516e-06	0.0
MA0490.1.JUNB	0.0	0.0	0.00630853572916	1.9227009556e-05	0.0	1.30073721127e-07	0.0	0.0	5.67570435095e-11	3.69259864651e-05	0.0	0.0	0.0
UP00185_1_Pbx1_3203.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0527.1.ZBTB33	0.0	0.0	0.0	6.73017197528e-13	0.0	0.0	1.36258345718e-08	0.0	2.51471066193e-11	0.141706409621	8.15832865042e-07	0.0	0.0
MA0105.3.NFKB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31150803184e-06	2.53848876489e-05	0.0	9.1926466439e-14	0.0
UP00223_1_Irx3_0920.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00164_1_Hoxa7_2668.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00246_1_Hoxa11_2218.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00264_1_Hoxa1_3425.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00184_1_Lhx8_2247.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00123_1_Hlxb9_3422.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00191_1_Pou2f2_3748.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0040.1.Foxq1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0091.1.TAL1::TCF3	0.999942551037	1.0	1.0	1.0	0.972780760398	1.0	0.999993001303	0.498139441319	1.0	1.0	1.0	1.0	0.0181059162011
MA0027.1.En1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00195_1_Six3_1732.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0136.1.ELF5	0.0	9.26269061452e-11	1.0	1.0	0.00216788835225	0.999999999914	2.93224640471e-05	0.0	0.0159799119248	0.999213302982	6.37268016135e-11	0.0066137422487	0.0
MA0004.1.Arnt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0467.1.Crx	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0476.1.FOS	0.0	0.0	0.195321296873	0.00628526477521	0.0	0.000383254463812	0.0	0.0	3.06684469153e-07	0.00258995909074	0.0	0.0	0.0
UP00098_1_Rfx3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.264242237782	1.0	1.0	0.999999999998	1.0	0.999999999884
UP00154_1_Dlx3_1030.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00130_1_Lhx3_3431.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00120_1_Lbx2_3869.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00000_1_Smad3_primary	0.0	1.37950806334e-09	0.0758422266493	1.0	0.00281820899403	0.99999829823	0.00724608895757	4.48197035041e-13	0.0492308012538	0.336756172445	0.000817426205529	0.999998761312	4.80415263127e-09
MA0501.1.NFE2::MAF	0.0	3.51045055569e-05	1.0	1.0	0.630196921792	1.0	5.03211740699e-06	0.0	0.999984681057	1.0	1.1816547703e-05	0.0849315615906	0.0
UP00169_1_Lmx1b_3433.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0003.2.TFAP2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45701794863e-09	0.0	0.0	0.0
MA0090.1.TEAD1	0.0	1.07492681423e-10	0.834485933099	0.999998097614	6.14160367007e-09	0.695755833056	0.392591662807	0.0	0.0299927225915	0.450894490872	1.18901872341e-05	0.42295564801	2.78426359746e-09
UP00115_1_Lhx2_0953.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0117.1.Mafb	0.0	0.0	7.64143134171e-05	0.000181558670227	0.0	0.0	0.0	0.0	5.30763233364e-09	0.2116197167	0.0	0.0	0.0
UP00205_1_Pknox2_3077.2	4.00344202234e-09	5.47816499319e-05	1.0	1.0	0.999839185063	1.0	0.546073036265	6.79014184368e-05	1.0	1.0	0.523032147699	0.0909546439644	0.384414095868
UP00251_1_Esx1_3124.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0511.1.RUNX2	0.104584818268	1.0	1.0	1.0	0.848080884544	1.0	0.994237683229	0.961824304	1.0	1.0	1.0	0.999998761312	0.823569676281
UP00125_1_Pitx2_2274.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00036_1_Myf6_primary	0.0	0.0	0.999999995803	0.0257548182617	6.43159969727e-10	1.0	4.48598550284e-06	4.61963800547e-12	0.999674839044	1.0	0.0208769574815	0.157780579103	0.00405360863112
UP00093_1_Klf7_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0495.1.MAFF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0522.1.Tcf3	0.0	0.0	1.9196688298e-05	1.26325616634e-11	0.0	0.0	0.0	0.0	1.04097530595e-09	1.83547254377e-05	0.0	0.0	0.0
UP00037_1_Zfp105_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00096_1_Sox13_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00233_1_Meox1_2310.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0483.1.Gfi1b	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00067_1_Lef1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00071_1_Sox21_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00188_1_Lmx1a_2238.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IRF8_ISRE_KANNO	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0038.1.Gfi1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00234_1_Msx1_3031.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0595.1.SREBF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999978019273	1.0	1.0	1.0
MA0133.1.BRCA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0056.1.MZF1_1-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20683185059e-08	6.33158662278e-07	0.0	4.77693440359e-11	0.0
MA0478.1.FOSL2	0.0	0.0	1.0	1.0	1.34768309401e-07	1.0	2.58082444304e-12	0.0	0.388228383829	0.846055083441	0.0	6.13267479799e-07	0.0
MA0592.1.ESRRA	0.0	0.0	0.518580169875	0.887743692954	0.000133016611226	0.650018919127	1.6643720846e-09	0.0	0.801668754606	0.99856078792	0.000116445212928	0.0144916496578	0.0
