X	wo_REL
10	0.0947658402204
11	0.0782369146006
12	0.100826446281
13	0.0865013774105
14	0.129476584022
15	0.097520661157
16	0.0986225895317
17	0.0710743801653
18	0.0848484848485
19	0.0903581267218
20	0.099173553719
21	0.101377410468
22	0.101928374656
23	0.115702479339
24	0.0892561983471
25	0.0942148760331
26	0.0848484848485
27	0.107438016529
28	0.0920110192837
29	0.0870523415978
30	0.112396694215
31	0.109090909091
32	0.0771349862259
33	0.0837465564738
34	0.0898071625344
35	0.0953168044077
36	0.11129476584
37	0.0892561983471
38	0.0997245179063
39	0.099173553719
40	0.116253443526
41	0.0980716253444
42	0.0909090909091
43	0.0881542699725
44	0.0831955922865
45	0.10523415978
46	0.0859504132231
47	0.110192837466
48	0.0909090909091
49	0.095867768595
50	0.114600550964
51	0.106336088154
52	0.0881542699725
53	0.097520661157
54	0.0914600550964
55	0.0925619834711
56	0.0815426997245
57	0.0909090909091
58	0.110743801653
59	0.0892561983471
60	0.0837465564738
61	0.0931129476584
62	0.097520661157
63	0.103581267218
64	0.0870523415978
65	0.0964187327824
66	0.0865013774105
67	0.0947658402204
68	0.0831955922865
69	0.0793388429752
70	0.0732782369146
71	0.0898071625344
72	0.0903581267218
73	0.0787878787879
74	0.0925619834711
75	0.0859504132231
76	0.0898071625344
77	0.0738292011019
78	0.0876033057851
79	0.0749311294766
80	0.068870523416
81	0.0743801652893
82	0.0887052341598
83	0.0920110192837
84	0.0793388429752
85	0.0573002754821
86	0.0765840220386
87	0.0683195592287
88	0.0743801652893
89	0.0782369146006
90	0.0842975206612
91	0.0892561983471
92	0.0765840220386
93	0.0815426997245
94	0.0754820936639
95	0.0798898071625
96	0.0870523415978
97	0.0666666666667
98	0.0765840220386
99	0.0776859504132
100	0.0754820936639
101	0.0826446280992
102	0.0865013774105
103	0.0826446280992
104	0.0699724517906
105	0.0831955922865
106	0.0760330578512
107	0.067217630854
108	0.0760330578512
109	0.125068870523
110	0.0859504132231
111	0.0909090909091
112	0.0699724517906
113	0.0721763085399
114	0.0710743801653
115	0.0743801652893
116	0.0738292011019
117	0.0820936639118
118	0.0776859504132
119	0.0677685950413
120	0.0644628099174
121	0.068870523416
122	0.0771349862259
123	0.0661157024793
124	0.0595041322314
125	0.0595041322314
126	0.0732782369146
127	0.0595041322314
128	0.0617079889807
129	0.0600550964187
130	0.0754820936639
131	0.0760330578512
132	0.0628099173554
133	0.0666666666667
134	0.0644628099174
135	0.0617079889807
136	0.0512396694215
137	0.067217630854
138	0.0727272727273
139	0.0611570247934
140	0.0677685950413
141	0.0798898071625
142	0.0710743801653
143	0.0495867768595
144	0.0738292011019
145	0.0523415977961
146	0.0600550964187
147	0.0683195592287
148	0.0556473829201
149	0.0661157024793
150	0.067217630854
