	all	with	with_clust1	with_clust2	with_clust3	with_clust4	with_clust5	wo	wo_clust1	wo_clust2	wo_clust3	wo_clust4	wo_clust5
MA0490.1.JUNB	0.0	0.0	2.02468597443e-10	2.08126849088e-11	0.0	0.0	0.0	0.0	0.0	1.33695721161e-10	0.0	0.0	0.0
UP00185_1_Pbx1_3203.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0527.1.ZBTB33	0.0	0.0	0.0	0.0	0.0	0.0	1.84297022088e-13	0.0	0.0	5.23663779006e-10	0.0	0.0	0.0
MA0105.3.NFKB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.535322977253	4.36540380511e-08	2.5580870755e-11	2.53562726371e-11	0.0
UP00223_1_Irx3_0920.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00164_1_Hoxa7_2668.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00246_1_Hoxa11_2218.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00264_1_Hoxa1_3425.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00184_1_Lhx8_2247.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00123_1_Hlxb9_3422.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00191_1_Pou2f2_3748.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0040.1.Foxq1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0091.1.TAL1::TCF3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0027.1.En1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00195_1_Six3_1732.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0136.1.ELF5	0.0	0.370736852426	1.0	1.0	0.858268209549	1.0	0.753633473729	0.0	1.0	0.988598589981	3.80478920592e-08	1.9078276392e-07	0.0
MA0004.1.Arnt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0467.1.Crx	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0476.1.FOS	0.0	0.0	1.86401472035e-09	2.03491488104e-08	0.0	5.94635451989e-13	0.0	0.0	0.0	6.55253629134e-13	0.0	0.0	0.0
UP00098_1_Rfx3_primary	0.885138559332	1.0	1.0	1.0	0.999999974386	1.0	1.0	0.127563768999	1.0	1.0	1.0	0.0537637883369	0.999247761429
UP00154_1_Dlx3_1030.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00130_1_Lhx3_3431.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00120_1_Lbx2_3869.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00000_1_Smad3_primary	0.0162354474113	0.982593047308	1.0	1.0	0.981213901414	1.0	0.999999981352	0.978684554563	1.0	1.0	0.982932509187	1.0	1.0
MA0501.1.NFE2::MAF	0.0	0.0479841330709	1.0	1.0	0.318923869599	1.0	5.32696997624e-10	0.0	0.00154210660234	0.999053560326	1.41356926164e-11	2.68080660074e-05	0.0
UP00169_1_Lmx1b_3433.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0003.2.TFAP2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74775815621e-14	1.09315600938e-05	1.79334873618e-08	0.0	0.0
MA0090.1.TEAD1	0.0	0.0289145420986	0.816556448926	1.0	0.0361686082817	0.999999999996	1.0	0.0	0.271133731998	0.0697291386008	0.069062935812	0.962955090631	6.97630018864e-07
UP00115_1_Lhx2_0953.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0117.1.Mafb	0.0	0.0	3.38587055406e-05	0.00013662155036	0.0	0.0	4.62963001269e-14	0.0	3.4039437935e-13	0.0105036960614	1.33670852165e-12	0.0	0.0
UP00205_1_Pknox2_3077.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00251_1_Esx1_3124.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0511.1.RUNX2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00125_1_Pitx2_2274.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00036_1_Myf6_primary	1.0	1.0	1.0	0.99999716918	0.811419606196	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00093_1_Klf7_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0495.1.MAFF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0522.1.Tcf3	0.0	0.0	0.324739016483	0.000126711368725	0.0	8.5120799298e-12	0.0	0.0	0.0156855727023	0.00999060604292	3.01095851696e-07	1.01935915975e-06	0.0
UP00037_1_Zfp105_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00096_1_Sox13_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00233_1_Meox1_2310.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0483.1.Gfi1b	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00067_1_Lef1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00071_1_Sox21_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00188_1_Lmx1a_2238.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IRF8_ISRE_KANNO	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0038.1.Gfi1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00234_1_Msx1_3031.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0595.1.SREBF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0133.1.BRCA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0056.1.MZF1_1-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82349732273e-11	3.56458207507e-07	4.10504963355e-12	1.50587120551e-09	0.0
MA0478.1.FOSL2	0.0	0.0	0.0782699874137	0.999988560147	0.0	0.99606685753	0.0	0.0	2.28318884277e-06	0.000477790683044	0.0	0.0	0.0
MA0592.1.ESRRA	0.999999970499	1.0	1.0	1.0	1.0	1.0	1.0	0.151415199842	1.0	1.0	0.940049766032	1.0	0.00232248733703
MA0164.1.Nr2e3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00034_1_Sox7_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0162.2.EGR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00162_1_Evx1_3952.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
